Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Lead Ore
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Jade Ore
appliedenergistics2:facade:0, Cable Facade - Volcanic Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Fossil Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Ore
appliedenergistics2:facade:0, Cable Facade - Petrified Wood Ore
appliedenergistics2:facade:0, Cable Facade - Temple Ore
appliedenergistics2:facade:0, Cable Facade - Block of Jade
appliedenergistics2:facade:0, Cable Facade - Amber
appliedenergistics2:facade:0, Cable Facade - Amber Bricks
appliedenergistics2:facade:0, Cable Facade - Amber Glass
appliedenergistics2:facade:0, Cable Facade - Mud
appliedenergistics2:facade:0, Cable Facade - Quicksand
appliedenergistics2:facade:0, Cable Facade - Red Gem
appliedenergistics2:facade:0, Cable Facade - Red Gem Lamp
appliedenergistics2:facade:0, Cable Facade - Red Gem Lamp
appliedenergistics2:facade:0, Cable Facade - Swamp Vent
appliedenergistics2:facade:0, Cable Facade - Ghost sand
appliedenergistics2:facade:0, Cable Facade - Jadeberry Bush
appliedenergistics2:facade:0, Cable Facade - Heartberry Bush
appliedenergistics2:facade:0, Cable Facade - Swampberry Bush
appliedenergistics2:facade:0, Cable Facade - Black Petal Block
appliedenergistics2:facade:0, Cable Facade - Red Petal Block
appliedenergistics2:facade:0, Cable Facade - Brown Petal Block
appliedenergistics2:facade:0, Cable Facade - Blue Petal Block
appliedenergistics2:facade:0, Cable Facade - Purple Petal Block
appliedenergistics2:facade:0, Cable Facade - Cyan Petal Block
appliedenergistics2:facade:0, Cable Facade - Light Gray Petal Block
appliedenergistics2:facade:0, Cable Facade - Gray Petal Block
appliedenergistics2:facade:0, Cable Facade - Pink Petal Block
appliedenergistics2:facade:0, Cable Facade - Yellow Petal Block
appliedenergistics2:facade:0, Cable Facade - Light Blue Petal Block
appliedenergistics2:facade:0, Cable Facade - Magenta Petal Block
appliedenergistics2:facade:0, Cable Facade - Orange Petal Block
appliedenergistics2:facade:0, Cable Facade - White Petal Block
appliedenergistics2:facade:0, Cable Facade - Exploding Stigma
appliedenergistics2:facade:0, Cable Facade - Stem
appliedenergistics2:facade:0, Cable Facade - Black Stigma
appliedenergistics2:facade:0, Cable Facade - Red Stigma
appliedenergistics2:facade:0, Cable Facade - Brown Stigma
appliedenergistics2:facade:0, Cable Facade - Blue Stigma
appliedenergistics2:facade:0, Cable Facade - Purple Stigma
appliedenergistics2:facade:0, Cable Facade - Cyan Stigma
appliedenergistics2:facade:0, Cable Facade - Light Gray Stigma
appliedenergistics2:facade:0, Cable Facade - Gray Stigma
appliedenergistics2:facade:0, Cable Facade - Pink Stigma
appliedenergistics2:facade:0, Cable Facade - Yellow Stigma
appliedenergistics2:facade:0, Cable Facade - Light Blue Stigma
appliedenergistics2:facade:0, Cable Facade - Magenta Stigma
appliedenergistics2:facade:0, Cable Facade - Orange Stigma
appliedenergistics2:facade:0, Cable Facade - White Stigma
appliedenergistics2:facade:0, Cable Facade - Rainbow Stigma
appliedenergistics2:facade:0, Cable Facade - Moss
appliedenergistics2:facade:0, Cable Facade - Mould
appliedenergistics2:facade:0, Cable Facade - Cultivated Moss
appliedenergistics2:facade:0, Cable Facade - Cultivated Mould
appliedenergistics2:facade:0, Cable Facade - Dark Capped Mushroom Block
appliedenergistics2:facade:0, Cable Facade - Sarcastic Czech Mushroom Block
appliedenergistics2:facade:0, Cable Facade - Grandma's Shoes Mushroom Block
appliedenergistics2:facade:0, Cable Facade - Dutch Cap Mushroom Block
appliedenergistics2:facade:0, Cable Facade - Kaizer's Fingers Mushroom Block
appliedenergistics2:facade:0, Cable Facade - Glowshroom
appliedenergistics2:facade:0, Cable Facade - Silk
appliedenergistics2:facade:0, Cable Facade - Mirbrick
appliedenergistics2:facade:0, Cable Facade - Petrified Wood Planks
appliedenergistics2:facade:0, Cable Facade - Reinforced Exo Blocks
appliedenergistics2:facade:0, Cable Facade - Mud Brick
appliedenergistics2:facade:0, Cable Facade - Temple Brick
appliedenergistics2:facade:0, Cable Facade - Temple Pillar
appliedenergistics2:facade:0, Cable Facade - Temple Tile
appliedenergistics2:facade:0, Cable Facade - Volcanic Rock
appliedenergistics2:facade:0, Cable Facade - Gneiss
appliedenergistics2:facade:0, Cable Facade - Carved Gneiss
appliedenergistics2:facade:0, Cable Facade - Layered Gneiss
appliedenergistics2:facade:0, Cable Facade - Gneiss Brick
appliedenergistics2:facade:0, Cable Facade - Smooth Gneiss
appliedenergistics2:facade:0, Cable Facade - Gneiss Tiles
appliedenergistics2:facade:0, Cable Facade - Cracked Gneiss Tiles
appliedenergistics2:facade:0, Cable Facade - Gneiss Vent
appliedenergistics2:facade:0, Cable Facade - Hollow Acacia Log
appliedenergistics2:facade:0, Cable Facade - Balsam Wood Resinless
appliedenergistics2:facade:0, Cable Facade - Petrified Crafting Table
appliedenergistics2:facade:0, Cable Facade - Mucus Bomb
appliedenergistics2:facade:0, Cable Facade - Velocity Block
appliedenergistics2:facade:0, Cable Facade - Lightning Velocity Block
appliedenergistics2:facade:0, Cable Facade - Giant Lily Pad
appliedenergistics2:facade:0, Cable Facade - Wasp Nest
appliedenergistics2:facade:0, Cable Facade - Antlion Egg
appliedenergistics2:facade:0, Cable Facade - Tarantula Egg
appliedenergistics2:facade:0, Cable Facade - Capstone
appliedenergistics2:facade:0, Cable Facade - Mud Capstone
appliedenergistics2:facade:0, Cable Facade - Iron Capstone
appliedenergistics2:facade:0, Cable Facade - Gold Capstone
appliedenergistics2:facade:0, Cable Facade - Jade Capstone
appliedenergistics2:facade:0, Cable Facade - Active Mud Capstone
appliedenergistics2:facade:0, Cable Facade - Active Iron Capstone
appliedenergistics2:facade:0, Cable Facade - Active Gold Capstone
appliedenergistics2:facade:0, Cable Facade - Active Jade Capstone
appliedenergistics2:facade:0, Cable Facade - Ant Hill (N.Y.I.)
appliedenergistics2:facade:0, Cable Facade - Force Field
appliedenergistics2:facade:0, Cable Facade - Force Lock (N.Y.I.)
appliedenergistics2:facade:0, Cable Facade - Baobab Wood
appliedenergistics2:facade:0, Cable Facade - Baobab Leaves
appliedenergistics2:facade:0, Cable Facade - Eucalyptus Wood
appliedenergistics2:facade:0, Cable Facade - Eucalyptus Leaves
appliedenergistics2:facade:0, Cable Facade - Mahogany Wood
appliedenergistics2:facade:0, Cable Facade - Mahogany Leaves
appliedenergistics2:facade:0, Cable Facade - Mossbark Wood
appliedenergistics2:facade:0, Cable Facade - Mossbark Leaves
appliedenergistics2:facade:0, Cable Facade - Asper Wood
appliedenergistics2:facade:0, Cable Facade - Asper Leaves
appliedenergistics2:facade:0, Cable Facade - Cypress Wood
appliedenergistics2:facade:0, Cable Facade - Cypress Leaves
appliedenergistics2:facade:0, Cable Facade - Balsam Wood
appliedenergistics2:facade:0, Cable Facade - Balsam Leaves
appliedenergistics2:facade:0, Cable Facade - Rotten Wood
appliedenergistics2:facade:0, Cable Facade - Marshwood Wood
appliedenergistics2:facade:0, Cable Facade - Marshwood Leaves
appliedenergistics2:facade:0, Cable Facade - Scorched Wood
appliedenergistics2:facade:0, Cable Facade - Alchemical Coal Block
appliedenergistics2:facade:0, Cable Facade - Mobius Fuel Block
appliedenergistics2:facade:0, Cable Facade - Aeternalis Fuel Block
appliedenergistics2:facade:0, Cable Facade - Dark Matter Block
appliedenergistics2:facade:0, Cable Facade - Red Matter Block
appliedenergistics2:facade:0, Cable Facade - Nova Catalyst
appliedenergistics2:facade:0, Cable Facade - Nova Cataclysm
appliedenergistics2:facade:0, Cable Facade - Rock Salt Block
appliedenergistics2:facade:0, Cable Facade - Rock Salt Ore
appliedenergistics2:facade:0, Cable Facade - Apple Leaves
appliedenergistics2:facade:0, Cable Facade - Apple Wood
appliedenergistics2:facade:0, Cable Facade - Apple Wood Planks
appliedenergistics2:facade:0, Cable Facade - Bamboo Planks
appliedenergistics2:facade:0, Cable Facade - White Concrete Brick
appliedenergistics2:facade:0, Cable Facade - Orange Concrete Brick
appliedenergistics2:facade:0, Cable Facade - Magenta Concrete Brick
appliedenergistics2:facade:0, Cable Facade - Light Blue Concrete Brick
appliedenergistics2:facade:0, Cable Facade - Yellow Concrete Brick
appliedenergistics2:facade:0, Cable Facade - Lime Concrete Brick
appliedenergistics2:facade:0, Cable Facade - Pink Concrete Brick
appliedenergistics2:facade:0, Cable Facade - Gray Concrete Brick
appliedenergistics2:facade:0, Cable Facade - Light Gray Concrete Brick
appliedenergistics2:facade:0, Cable Facade - Cyan Concrete Brick
appliedenergistics2:facade:0, Cable Facade - Purple Concrete Brick
appliedenergistics2:facade:0, Cable Facade - Blue Concrete Brick
appliedenergistics2:facade:0, Cable Facade - Brown Concrete Brick
appliedenergistics2:facade:0, Cable Facade - Green Concrete Brick
appliedenergistics2:facade:0, Cable Facade - Red Concrete Brick
appliedenergistics2:facade:0, Cable Facade - Black Concrete Brick
appliedenergistics2:facade:0, Cable Facade - Oak Bark
appliedenergistics2:facade:0, Cable Facade - Spruce Bark
appliedenergistics2:facade:0, Cable Facade - Birch Bark
appliedenergistics2:facade:0, Cable Facade - Jungle Bark
appliedenergistics2:facade:0, Cable Facade - Acacia Bark
appliedenergistics2:facade:0, Cable Facade - Dark Oak Bark
appliedenergistics2:facade:0, Cable Facade - Plain Timber Frame
appliedenergistics2:facade:0, Cable Facade - Cross Timber Frame
appliedenergistics2:facade:0, Cable Facade - Thatch
appliedenergistics2:facade:0, Cable Facade - Mud Brick
appliedenergistics2:facade:0, Cable Facade - Gold Ornament
appliedenergistics2:facade:0, Cable Facade - Byzantine Mosaic
appliedenergistics2:facade:0, Cable Facade - Byzantine Fresco
appliedenergistics2:facade:0, Cable Facade - Dirt Wall
appliedenergistics2:facade:0, Cable Facade - White Painted Brick
appliedenergistics2:facade:0, Cable Facade - White Decorated Brick
appliedenergistics2:facade:0, Cable Facade - Orange Painted Brick
appliedenergistics2:facade:0, Cable Facade - Orange Decorated Brick
appliedenergistics2:facade:0, Cable Facade - Magenta Painted Brick
appliedenergistics2:facade:0, Cable Facade - Magenta Decorated Brick
appliedenergistics2:facade:0, Cable Facade - Light Blue Painted Brick
appliedenergistics2:facade:0, Cable Facade - Light Blue Decorated Brick
appliedenergistics2:facade:0, Cable Facade - Yellow Painted Brick
appliedenergistics2:facade:0, Cable Facade - Yellow Decorated Brick
appliedenergistics2:facade:0, Cable Facade - Lime Painted Brick
appliedenergistics2:facade:0, Cable Facade - Lime Decorated Brick
appliedenergistics2:facade:0, Cable Facade - Pink Painted Brick
appliedenergistics2:facade:0, Cable Facade - Pink Decorated Brick
appliedenergistics2:facade:0, Cable Facade - Gray Painted Brick
appliedenergistics2:facade:0, Cable Facade - Gray Decorated Brick
appliedenergistics2:facade:0, Cable Facade - Silver Painted Brick
appliedenergistics2:facade:0, Cable Facade - Silver Decorated Brick
appliedenergistics2:facade:0, Cable Facade - Cyan Painted Brick
appliedenergistics2:facade:0, Cable Facade - Cyan Decorated Brick
appliedenergistics2:facade:0, Cable Facade - Purple Painted Brick
appliedenergistics2:facade:0, Cable Facade - Purple Decorated Brick
appliedenergistics2:facade:0, Cable Facade - Blue Painted Brick
appliedenergistics2:facade:0, Cable Facade - Blue Decorated Brick
appliedenergistics2:facade:0, Cable Facade - Brown Painted Brick
appliedenergistics2:facade:0, Cable Facade - Brown Decorated Brick
appliedenergistics2:facade:0, Cable Facade - Green Painted Brick
appliedenergistics2:facade:0, Cable Facade - Green Decorated Brick
appliedenergistics2:facade:0, Cable Facade - Red Painted Brick
appliedenergistics2:facade:0, Cable Facade - Red Decorated Brick
appliedenergistics2:facade:0, Cable Facade - Black Painted Brick
appliedenergistics2:facade:0, Cable Facade - Black Decorated Brick
appliedenergistics2:facade:0, Cable Facade - Smooth Mud Brick
appliedenergistics2:facade:0, Cable Facade - Decorated Mud Brick
appliedenergistics2:facade:0, Cable Facade - Ornamented Mud Brick
appliedenergistics2:facade:0, Cable Facade - Carved Sandstone
appliedenergistics2:facade:0, Cable Facade - Carved Red Sandstone
appliedenergistics2:facade:0, Cable Facade - Carved Ochre Sandstone
appliedenergistics2:facade:0, Cable Facade - Wet Brick
appliedenergistics2:facade:0, Cable Facade - Empty Snail Soil
appliedenergistics2:facade:0, Cable Facade - Full Snail Soil
appliedenergistics2:facade:0, Cable Facade - Byzantine Tiles
appliedenergistics2:facade:0, Cable Facade - Byzantine Stone Tile
appliedenergistics2:facade:0, Cable Facade - Byzantine Sandstone Tile
appliedenergistics2:facade:0, Cable Facade - Byzantine Stone Tile Ornament
appliedenergistics2:facade:0, Cable Facade - Byzantine Sandstone Tile Ornament
appliedenergistics2:facade:0, Cable Facade - Alchemist's Explosive
appliedenergistics2:facade:0, Cable Facade - Sod Oak Planks
appliedenergistics2:facade:0, Cable Facade - Sod Spruce Planks
appliedenergistics2:facade:0, Cable Facade - Sod Birch Planks
appliedenergistics2:facade:0, Cable Facade - Sod Jungle Planks
appliedenergistics2:facade:0, Cable Facade - Sod Acacia Planks
appliedenergistics2:facade:0, Cable Facade - Sod Dark Oak Planks
appliedenergistics2:facade:0, Cable Facade - Snow Brick
appliedenergistics2:facade:0, Cable Facade - Apple Tree Leaves
appliedenergistics2:facade:0, Cable Facade - Olive Tree Leaves
appliedenergistics2:facade:0, Cable Facade - Pistachio Leaves
appliedenergistics2:facade:0, Cable Facade - Preserve Ground
appliedenergistics2:facade:0, Cable Facade - Sleeping Pos
appliedenergistics2:facade:0, Cable Facade - Selling Pos
appliedenergistics2:facade:0, Cable Facade - Crafting Pos
appliedenergistics2:facade:0, Cable Facade - Defending Pos
appliedenergistics2:facade:0, Cable Facade - Shelter Pos
appliedenergistics2:facade:0, Cable Facade - Path Start Pos
appliedenergistics2:facade:0, Cable Facade - Leisure Pos
appliedenergistics2:facade:0, Cable Facade - Stall Pos
appliedenergistics2:facade:0, Cable Facade - Brick Drying Pos
appliedenergistics2:facade:0, Cable Facade - Healing Pos
appliedenergistics2:facade:0, Cable Facade - Fishing Pos
appliedenergistics2:facade:0, Cable Facade - Main Chest
appliedenergistics2:facade:0, Cable Facade - Cow Spawn Point
appliedenergistics2:facade:0, Cable Facade - Pig Spawn Point
appliedenergistics2:facade:0, Cable Facade - Sheep Spawn Point
appliedenergistics2:facade:0, Cable Facade - Chicken Spawn Point
appliedenergistics2:facade:0, Cable Facade - Squid Spawn Point
appliedenergistics2:facade:0, Cable Facade - Wolf Spawn Point
appliedenergistics2:facade:0, Cable Facade - Polar Bear Spawn Point
appliedenergistics2:facade:0, Cable Facade - Stone Source Block
appliedenergistics2:facade:0, Cable Facade - Sand Source Block
appliedenergistics2:facade:0, Cable Facade - Sandstone Source Block
appliedenergistics2:facade:0, Cable Facade - Clay Source Block
appliedenergistics2:facade:0, Cable Facade - Gravel Source Block
appliedenergistics2:facade:0, Cable Facade - Granite Source Block
appliedenergistics2:facade:0, Cable Facade - Diorite Source Block
appliedenergistics2:facade:0, Cable Facade - Andesite Source Block
appliedenergistics2:facade:0, Cable Facade - Snow Source Block
appliedenergistics2:facade:0, Cable Facade - Ice Source Block
appliedenergistics2:facade:0, Cable Facade - Red Sandstone Source Block
appliedenergistics2:facade:0, Cable Facade - Quartz Source Block
appliedenergistics2:facade:0, Cable Facade - Free Stone
appliedenergistics2:facade:0, Cable Facade - Free Sand
appliedenergistics2:facade:0, Cable Facade - Free Gravel
appliedenergistics2:facade:0, Cable Facade - Free Sandstone
appliedenergistics2:facade:0, Cable Facade - Free Wool
appliedenergistics2:facade:0, Cable Facade - Free Cobblestone
appliedenergistics2:facade:0, Cable Facade - Free Stone Brick
appliedenergistics2:facade:0, Cable Facade - tile.millenaire.freeblock.paintedbrick.name
appliedenergistics2:facade:0, Cable Facade - Free Grass Block
appliedenergistics2:facade:0, Cable Facade - Oak Spawn Point
appliedenergistics2:facade:0, Cable Facade - Pine Spawn Point
appliedenergistics2:facade:0, Cable Facade - Birch Spawn Point
appliedenergistics2:facade:0, Cable Facade - Jungle Spawn Point
appliedenergistics2:facade:0, Cable Facade - Acacia Spawn Point
appliedenergistics2:facade:0, Cable Facade - Dark Oak Spawn Point
appliedenergistics2:facade:0, Cable Facade - Apple Tree Spawn Point
appliedenergistics2:facade:0, Cable Facade - Pistachio Tree Spawn Point
appliedenergistics2:facade:0, Cable Facade - Olive Tree Spawn Point
appliedenergistics2:facade:0, Cable Facade - Wheat Soil
appliedenergistics2:facade:0, Cable Facade - Rice Soil
appliedenergistics2:facade:0, Cable Facade - Turmeric Soil
appliedenergistics2:facade:0, Cable Facade - Sugar Cane Soil
appliedenergistics2:facade:0, Cable Facade - Potato Soil
appliedenergistics2:facade:0, Cable Facade - Nether Wart Soil
appliedenergistics2:facade:0, Cable Facade - Vine Soil
appliedenergistics2:facade:0, Cable Facade - Maize Soil
appliedenergistics2:facade:0, Cable Facade - Cacao Soil
appliedenergistics2:facade:0, Cable Facade - Carrot Soil
appliedenergistics2:facade:0, Cable Facade - Flower Soil
appliedenergistics2:facade:0, Cable Facade - Cotton Soil
appliedenergistics2:facade:0, Cable Facade - Norman Tapestry
appliedenergistics2:facade:0, Cable Facade - Indian Statue
appliedenergistics2:facade:0, Cable Facade - Byzantine Icon Small
appliedenergistics2:facade:0, Cable Facade - Byzantine Icon Medium
appliedenergistics2:facade:0, Cable Facade - Byzantine Icon Large
appliedenergistics2:facade:0, Cable Facade - Maya Statue
appliedenergistics2:facade:0, Cable Facade - Hanging Hide
appliedenergistics2:facade:0, Cable Facade - Wallcarpet Small
appliedenergistics2:facade:0, Cable Facade - Wallcarpet Medium
appliedenergistics2:facade:0, Cable Facade - Wallcarpet Large
appliedenergistics2:facade:0, Cable Facade - Cobalt Brick
appliedenergistics2:facade:0, Cable Facade - Corrupted Stone
appliedenergistics2:facade:0, Cable Facade - Cobalt Dirt
appliedenergistics2:facade:0, Cable Facade - Cobalt Grass
appliedenergistics2:facade:0, Cable Facade - Cobalt Stone
appliedenergistics2:facade:0, Cable Facade - Cobalt Ore
appliedenergistics2:facade:0, Cable Facade - Block of Cobalt
appliedenergistics2:facade:0, Cable Facade - Cobex Wood
appliedenergistics2:facade:0, Cable Facade - Cobex Wood Planks
appliedenergistics2:facade:0, Cable Facade - Cobex Leaves
appliedenergistics2:facade:0, Cable Facade - Portal Frame
appliedenergistics2:facade:0, Cable Facade - Cobex Leaves
appliedenergistics2:facade:0, Cable Facade - Cobalt Brick Slab
appliedenergistics2:facade:0, Cable Facade - Cobex Wood Slab
appliedenergistics2:facade:0, Cable Facade - Painted Acacia Wood
appliedenergistics2:facade:0, Cable Facade - Inflatable Castle
appliedenergistics2:facade:0, Cable Facade - Inflatable Castle
appliedenergistics2:facade:0, Cable Facade - Inflatable Castle
appliedenergistics2:facade:0, Cable Facade - Inflatable Castle
appliedenergistics2:facade:0, Cable Facade - Inflatable Castle
appliedenergistics2:facade:0, Cable Facade - Inflatable Castle
appliedenergistics2:facade:0, Cable Facade - Inflatable Castle
appliedenergistics2:facade:0, Cable Facade - Inflatable Castle
appliedenergistics2:facade:0, Cable Facade - Inflatable Castle
appliedenergistics2:facade:0, Cable Facade - Inflatable Castle
appliedenergistics2:facade:0, Cable Facade - Inflatable Castle
appliedenergistics2:facade:0, Cable Facade - Inflatable Castle
appliedenergistics2:facade:0, Cable Facade - Inflatable Castle
appliedenergistics2:facade:0, Cable Facade - Inflatable Castle
appliedenergistics2:facade:0, Cable Facade - Inflatable Castle
appliedenergistics2:facade:0, Cable Facade - Inflatable Castle
appliedenergistics2:facade:0, Cable Facade - Creative Tab Block
appliedenergistics2:facade:0, Cable Facade - End Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - End Copper Ore
appliedenergistics2:facade:0, Cable Facade - End Iridium Ore
appliedenergistics2:facade:0, Cable Facade - End Lead Ore
appliedenergistics2:facade:0, Cable Facade - End Mithril Ore
appliedenergistics2:facade:0, Cable Facade - End Nickel Ore
appliedenergistics2:facade:0, Cable Facade - End Platinum Ore
appliedenergistics2:facade:0, Cable Facade - End Silver Ore
appliedenergistics2:facade:0, Cable Facade - End Tin Ore
appliedenergistics2:facade:0, Cable Facade - End Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - End Charged Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - End Osmium Ore
appliedenergistics2:facade:0, Cable Facade - End Uranium Ore
appliedenergistics2:facade:0, Cable Facade - End Yellorite Ore
appliedenergistics2:facade:0, Cable Facade - End Dilithium Ore
appliedenergistics2:facade:0, Cable Facade - End Tritanium Ore
appliedenergistics2:facade:0, Cable Facade - End Zinc Ore
appliedenergistics2:facade:0, Cable Facade - End Coal Ore
appliedenergistics2:facade:0, Cable Facade - End Diamond Ore
appliedenergistics2:facade:0, Cable Facade - End Emerald Ore
appliedenergistics2:facade:0, Cable Facade - End Gold Ore
appliedenergistics2:facade:0, Cable Facade - End Iron Ore
appliedenergistics2:facade:0, Cable Facade - End Lapis Ore
appliedenergistics2:facade:0, Cable Facade - End Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Nether Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Nether Copper Ore
appliedenergistics2:facade:0, Cable Facade - Nether Iridium Ore
appliedenergistics2:facade:0, Cable Facade - Nether Lead Ore
appliedenergistics2:facade:0, Cable Facade - Nether Mithril Ore
appliedenergistics2:facade:0, Cable Facade - Nether Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Nether Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Nether Silver Ore
appliedenergistics2:facade:0, Cable Facade - Nether Tin Ore
appliedenergistics2:facade:0, Cable Facade - Nether Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Nether Charged Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Nether Osmium Ore
appliedenergistics2:facade:0, Cable Facade - Nether Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Nether Yellorite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Dilithium Ore
appliedenergistics2:facade:0, Cable Facade - Nether Tritanium Ore
appliedenergistics2:facade:0, Cable Facade - Nether Zinc Ore
appliedenergistics2:facade:0, Cable Facade - Nether Coal Ore
appliedenergistics2:facade:0, Cable Facade - Nether Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Nether Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Nether Gold Ore
appliedenergistics2:facade:0, Cable Facade - Nether Iron Ore
appliedenergistics2:facade:0, Cable Facade - Nether Lapis Ore
appliedenergistics2:facade:0, Cable Facade - Nether Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Overworld Quartz Ore
appliedenergistics2:facade:0, Cable Facade - End Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Overworld Ardite Ore
appliedenergistics2:facade:0, Cable Facade - End Ardite Ore
appliedenergistics2:facade:0, Cable Facade - Overworld Cobalt Ore
appliedenergistics2:facade:0, Cable Facade - End Cobalt Ore
appliedenergistics2:facade:0, Cable Facade - Block of Alkimium
appliedenergistics2:facade:0, Cable Facade - Alkimium Alchemical Construct
appliedenergistics2:facade:0, Cable Facade - Mirromirous Matrix
appliedenergistics2:facade:0, Cable Facade - Thaumium Plated Stone
appliedenergistics2:facade:0, Cable Facade - Greatwood Block
appliedenergistics2:facade:0, Cable Facade - Thaumium Framed Greatwood
appliedenergistics2:facade:0, Cable Facade - Terra Infused Obsidian
appliedenergistics2:facade:0, Cable Facade - Block of Light Metal
appliedenergistics2:facade:0, Cable Facade - Shaded Metal Block
appliedenergistics2:facade:0, Cable Facade - Light Ore
appliedenergistics2:facade:0, Cable Facade - Shaded Ore
appliedenergistics2:facade:0, Cable Facade - Ancient Sarcophagus
appliedenergistics2:facade:0, Cable Facade - Ancient Cache
appliedenergistics2:facade:0, Cable Facade - Ancient Holder Blank
appliedenergistics2:facade:0, Cable Facade - Pillar of Creation Blank
appliedenergistics2:facade:0, Cable Facade - Spatial Matrix
appliedenergistics2:facade:0, Cable Facade - Limiting Contour
appliedenergistics2:facade:0, Cable Facade - Platform
appliedenergistics2:facade:0, Cable Facade - Void Stone
appliedenergistics2:facade:0, Cable Facade - Tainted Void Stone
appliedenergistics2:facade:0, Cable Facade - Tainted Void Stone Soil
appliedenergistics2:facade:0, Cable Facade - Ancient Runes
appliedenergistics2:facade:0, Cable Facade - Intricate Glyphed Stone
appliedenergistics2:facade:0, Cable Facade - Ancient Bricks
appliedenergistics2:facade:0, Cable Facade - Crusted Stone
appliedenergistics2:facade:0, Cable Facade - Glowing Crusted Stone
appliedenergistics2:facade:0, Cable Facade - Ancient Pillar
appliedenergistics2:facade:0, Cable Facade - Smooth Ancient Brick
appliedenergistics2:facade:0, Cable Facade - Ancient Cobblestone
appliedenergistics2:facade:0, Cable Facade - Ancient Lantern
appliedenergistics2:facade:0, Cable Facade - Black Quartz Block
appliedenergistics2:facade:0, Cable Facade - tile.thaumictinkerer:dummy_nitor.name
appliedenergistics2:facade:0, Cable Facade - Hexamite
appliedenergistics2:facade:0, Cable Facade - Flux Capacitor
appliedenergistics2:facade:0, Cable Facade - Coalescence Matrix
appliedenergistics2:facade:0, Cable Facade - Silver Ore
appliedenergistics2:facade:0, Cable Facade - Block of Silver
appliedenergistics2:facade:0, Cable Facade - Andesite Bricks
appliedenergistics2:facade:0, Cable Facade - Diorite Bricks
appliedenergistics2:facade:0, Cable Facade - Granite Bricks
appliedenergistics2:facade:0, Cable Facade - Andesite Pillar
appliedenergistics2:facade:0, Cable Facade - Diorite Pillar
appliedenergistics2:facade:0, Cable Facade - Granite Pillar
appliedenergistics2:facade:0, Cable Facade - Snow Bricks
appliedenergistics2:facade:0, Cable Facade - Packed Ice Bricks
appliedenergistics2:facade:0, Cable Facade - Dry Clay
appliedenergistics2:facade:0, Cable Facade - Dry Clay Grass
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Salpeter Ore
appliedenergistics2:facade:0, Cable Facade - Sulfur Ore
appliedenergistics2:facade:0, Cable Facade - Silver Ore
appliedenergistics2:facade:0, Cable Facade - Mossy Spruce Wood
appliedenergistics2:facade:0, Cable Facade - Clean Spruce Plank
appliedenergistics2:facade:0, Cable Facade - Mossy Acacia Wood
appliedenergistics2:facade:0, Cable Facade - Clean Acacia Plank
appliedenergistics2:facade:0, Cable Facade - Mossy Dark Oak Wood
appliedenergistics2:facade:0, Cable Facade - Clean Dark Oak Plank
appliedenergistics2:facade:0, Cable Facade - Mossy Oak Wood
appliedenergistics2:facade:0, Cable Facade - Clean Oak Plank
appliedenergistics2:facade:0, Cable Facade - Timbered Clay
appliedenergistics2:facade:0, Cable Facade - Mossy Jungle Wood
appliedenergistics2:facade:0, Cable Facade - Clean Jungle Plank
appliedenergistics2:facade:0, Cable Facade - Mossy Birch Wood
appliedenergistics2:facade:0, Cable Facade - Clean Birch Plank
appliedenergistics2:facade:0, Cable Facade - Cactus Plank
appliedenergistics2:facade:0, Cable Facade - tile.structurize.blockSolidSubstitution.name
appliedenergistics2:facade:0, Cable Facade - Placeholderblock
appliedenergistics2:facade:0, Cable Facade - Oak Plain Timber Frame
appliedenergistics2:facade:0, Cable Facade - Oak Crossed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Oak Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Oak Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Oak Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Oak Left-Right Diagonal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Oak Right-Left Diagonal Timber Frame
